row_id,pattern_name,question,citation_index,source_file,input,document_text,document_relevance_execution_details,document_relevance_score,phoenix_document_relevance_score,phoenix_document_relevance_label,phoenix_document_relevance_explanation
154,deterministic,Czy w ubezpieczeniu PZU Wojażer objęte są ochroną koszty leczenia chorób przewlekłych?,2,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer objęte są ochroną koszty leczenia chorób przewlekłych?,przewlekłej lub choroby będącej przyczyną hospitalizacji w okresie 12 miesięcy przed zawarciem umowy ubezpieczenia; nie obejmują kosztów leczenia podstawowego choroby przewlekłej lub leczenia zalecane,"{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 7.99986720085144}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': 'Z dokumentu wynika, że koszty leczenia chorób przewlekłych nie są objęte ochroną (wykluczenie). To odpowiada na pytanie o to, czy takie koszty są objęte.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"Z dokumentu wynika, że koszty leczenia chorób przewlekłych nie są objęte ochroną (wykluczenie). To odpowiada na pytanie o to, czy takie koszty są objęte."
154,deterministic,Czy w ubezpieczeniu PZU Wojażer objęte są ochroną koszty leczenia chorób przewlekłych?,3,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer objęte są ochroną koszty leczenia chorób przewlekłych?,"5) leczenia związanego z nagłym zachorowaniem lub nieszczęśliwym wypadkiem, które miało miejsce w okresie przerw pomiędzy podróżami ubezpieczonego albo w okresie poprzednich podróży ubezpieczonego; 6)","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 5.87053108215332}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Dokument zawiera fragment dotyczący leczenia związanego z nagłym zachorowaniem lub wypadkiem, nie wspomina o leczeniu chorób przewlekłych, więc nie odpowiada na pytanie.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"Dokument zawiera fragment dotyczący leczenia związanego z nagłym zachorowaniem lub wypadkiem, nie wspomina o leczeniu chorób przewlekłych, więc nie odpowiada na pytanie."
154,deterministic,Czy w ubezpieczeniu PZU Wojażer objęte są ochroną koszty leczenia chorób przewlekłych?,4,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer objęte są ochroną koszty leczenia chorób przewlekłych?,"Umowa obejmuje wyłącznie elementy produktu wybrane przez Klienta.   * ✓ **Ubezpieczenie kosztów leczenia** – to ubezpieczenie, w którym organizujemy, pokrywamy lub zwracamy koszty leczenia m.in.: * ho","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 7.942738771438599}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': ""The document mentions 'Ubezpieczenie kosztów leczenia' (costs of treatment) but does not specify coverage for chronic diseases; it does not explicitly answer whether chronic disease treatment costs are covered."", 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,The document mentions 'Ubezpieczenie kosztów leczenia' (costs of treatment) but does not specify coverage for chronic diseases; it does not explicitly answer whether chronic disease treatment costs are covered.
155,hierarchical,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia spowodowane epidemią?,1,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia spowodowane epidemią?,"22) epizodów, o których władze kraju docelowego podróży poinformowały w środkach masowego przekazu, z których ubezpieczony mógł powziąć informacje na dzień zawarcia umowy ubezpieczenia, chyba że koszt","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 6.500491142272949}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'The document_text is a partial sentence about epizodes (epizodów) and information from destination country authorities available to the insured, but it does not address whether epidemic-related medical costs are covered under PZU Wojażer.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"The document_text is a partial sentence about epizodes (epizodów) and information from destination country authorities available to the insured, but it does not address whether epidemic-related medical costs are covered under PZU Wojażer."
155,hierarchical,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia spowodowane epidemią?,2,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia spowodowane epidemią?,"* ! szkód wyrządzonych umyślnie, * ! epidemii, o których władze kraju docelowego podróży poinformowały w środkach masowego przekazu, o czym ubezpieczony mógł powziąć informację na dzień zawarcia umowy","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 8.058876037597656}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': 'Dokument zawiera klauzulę wyłączającą epidemie z pokrycia kosztów leczenia, co odpowiada na pytanie mówiące, czy koszty leczenia spowodowane epidemią są pokrywane. Z treści wynika, że epidemie są wyłączone.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"Dokument zawiera klauzulę wyłączającą epidemie z pokrycia kosztów leczenia, co odpowiada na pytanie mówiące, czy koszty leczenia spowodowane epidemią są pokrywane. Z treści wynika, że epidemie są wyłączone."
155,hierarchical,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia spowodowane epidemią?,3,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia spowodowane epidemią?,"* 1) Pokrycie kosztów kwarantanny lub izolacji   * Jeżeli ubezpieczony został poddany kwarantannie lub izolacji, PZU SA pokrywa koszty zakwaterowania i wyżywienia powstałe w związku z: * a) przedłużon","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 6.514895915985107}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'The document text discusses coverage for quarantine or isolation costs (accommodation and meals) but does not mention coverage of medical costs due to an epidemic; therefore it does not answer whether epidemic-related treatment costs are covered.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,The document text discusses coverage for quarantine or isolation costs (accommodation and meals) but does not mention coverage of medical costs due to an epidemic; therefore it does not answer whether epidemic-related treatment costs are covered.
155,hierarchical,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia spowodowane epidemią?,4,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer w ramach kosztów leczenia pokrywane są koszty leczenia spowodowane epidemią?,1. Przedmiotem ubezpieczenia kosztów leczenia jest ryzyko nagłego zachorowania lub nieszczęśliwego wypadku zaistniałych w okresie ubezpieczenia podczas podróży ubezpieczonego. Zakresem ubezpieczenia k,"{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 7.935805797576904}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Document mentions coverage of costs of treatment for sudden illness or accident during travel; it does not mention epidemics or epidemic-related coverage. No explicit answer about coverage for treatments due to an epidemic.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,Document mentions coverage of costs of treatment for sudden illness or accident during travel; it does not mention epidemics or epidemic-related coverage. No explicit answer about coverage for treatments due to an epidemic.
156,blackboard,Czy w ubezpieczeniu PZU Wojażer objęte są ochroną koszty leczenia chorób przewlekłych?,1,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer objęte są ochroną koszty leczenia chorób przewlekłych?,"5) leczenia związanego z nagłym zachorowaniem lub nieszczęśliwym wypadkiem, które miało miejsce w okresie przerw pomiędzy podróżami ubezpieczonego albo w okresie poprzednich podróży ubezpieczonego; 6)","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 9.751851797103882}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Dokument tekst zawiera fragment o leczeniu związanym z nagłym zachorowaniem lub wypadkiem, nie dotyczący przewlekłych chorób; nie dostarcza informacji o ochronie kosztów leczenia chorób przewlekłych w ubezpieczeniu PZU Wojażer.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"Dokument tekst zawiera fragment o leczeniu związanym z nagłym zachorowaniem lub wypadkiem, nie dotyczący przewlekłych chorób; nie dostarcza informacji o ochronie kosztów leczenia chorób przewlekłych w ubezpieczeniu PZU Wojażer."
156,blackboard,Czy w ubezpieczeniu PZU Wojażer objęte są ochroną koszty leczenia chorób przewlekłych?,2,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer objęte są ochroną koszty leczenia chorób przewlekłych?,"1. Odpowiedzialność PZU SA może być rozszerzona: 1) w ubezpieczeniu kosztów leczenia, ubezpieczeniach assistance, ubezpieczeniu kontynuacji leczenia po podróży: a) o koszty leczenia związane z zaostrz","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 9.736088037490845}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'The document mentions extending coverage for costs of treatment and continuation of treatment after travel, but does not explicitly state whether chronic disease treatment costs are covered under PZU Wojażer.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"The document mentions extending coverage for costs of treatment and continuation of treatment after travel, but does not explicitly state whether chronic disease treatment costs are covered under PZU Wojażer."
156,blackboard,Czy w ubezpieczeniu PZU Wojażer objęte są ochroną koszty leczenia chorób przewlekłych?,3,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer objęte są ochroną koszty leczenia chorób przewlekłych?,"Umowa obejmuje wyłącznie elementy produktu wybrane przez Klienta.   * ✓ **Ubezpieczenie kosztów leczenia** – to ubezpieczenie, w którym organizujemy, pokrywamy lub zwracamy koszty leczenia m.in.: * ho","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 7.510010242462158}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Dokument dotyczy wyłącznie ogólnych kosztów leczenia i nie odnosi się do ochrony kosztów leczenia chorób przewlekłych; brak konkretnej informacji o chorobach przewlekłych.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,Dokument dotyczy wyłącznie ogólnych kosztów leczenia i nie odnosi się do ochrony kosztów leczenia chorób przewlekłych; brak konkretnej informacji o chorobach przewlekłych.
156,blackboard,Czy w ubezpieczeniu PZU Wojażer objęte są ochroną koszty leczenia chorób przewlekłych?,4,pzu_pzu_wojazer.md,Czy w ubezpieczeniu PZU Wojażer objęte są ochroną koszty leczenia chorób przewlekłych?,"1. Na podstawie niniejszej Klauzuli PZU SA organizuje i pokrywa koszty leczenia ubezpieczonego na terytorium RP po powrocie z podróży, jeżeli konieczność skorzystania ze świadczenia zdrowotnego zostan","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 9.17340898513794}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'Ocena treści: tekst mówi o organizowaniu i pokrywaniu kosztów leczenia po powrocie z podróży, bez wzmianki o chorobach przewlekłych; nie odpowiada na pytanie o choroby przewlekłe.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"Ocena treści: tekst mówi o organizowaniu i pokrywaniu kosztów leczenia po powrocie z podróży, bez wzmianki o chorobach przewlekłych; nie odpowiada na pytanie o choroby przewlekłe."
157,react,Czy ubezpieczenie PZU Wojażer w zakresie podstawowym obejmuje ubezpieczenie odpowiedzialności cywilnej?,1,pzu_pzu_wojazer.md,Czy ubezpieczenie PZU Wojażer w zakresie podstawowym obejmuje ubezpieczenie odpowiedzialności cywilnej?,"Z zachowaniem pozostałych niezmienionych niniejszą Klauzulą postanowień OWU oraz pod warunkiem zapłacenia przez ubezpieczającego dodatkowej składki ubezpieczeniowej, ubezpieczenie PZU Wojażer zostaje","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 5.83489203453064}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'The document text is incomplete and does not specify whether the basic scope includes civil liability; thus it cannot answer the question.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,The document text is incomplete and does not specify whether the basic scope includes civil liability; thus it cannot answer the question.
157,react,Czy ubezpieczenie PZU Wojażer w zakresie podstawowym obejmuje ubezpieczenie odpowiedzialności cywilnej?,2,pzu_pzu_wojazer.md,Czy ubezpieczenie PZU Wojażer w zakresie podstawowym obejmuje ubezpieczenie odpowiedzialności cywilnej?,"* ✓ **Ubezpieczenie odpowiedzialności cywilnej osób fizycznych w życiu prywatnym (OC)** – to ubezpieczenie na wypadek roszczeń osób trzecich przeciwko ubezpieczonemu, gdy wyrządził on szkodę, którą je","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 7.770963191986084}","{'name': 'document_relevance', 'score': 0.0, 'label': 'unrelated', 'explanation': 'The document text describes civil liability insurance (OC) in private life, but it does not mention the PZU Wojażer product or whether OC is included in the basic scope; thus it cannot answer the specific question.', 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",0.0,unrelated,"The document text describes civil liability insurance (OC) in private life, but it does not mention the PZU Wojażer product or whether OC is included in the basic scope; thus it cannot answer the specific question."
157,react,Czy ubezpieczenie PZU Wojażer w zakresie podstawowym obejmuje ubezpieczenie odpowiedzialności cywilnej?,3,pzu_pzu_wojazer.md,Czy ubezpieczenie PZU Wojażer w zakresie podstawowym obejmuje ubezpieczenie odpowiedzialności cywilnej?,"1. Przedmiotem ubezpieczenia jest odpowiedzialność cywilna ubezpieczonego, gdy podczas podróży, w związku z wykonywaniem czynności życia prywatnego lub posiadanym mieniem służącym wykonywaniu czynnośc","{'status': 'COMPLETED', 'exceptions': [], 'execution_seconds': 12.028483867645264}","{'name': 'document_relevance', 'score': 1.0, 'label': 'relevant', 'explanation': ""Document states that the subject of the insurance is the insured's civil liability, indicating that civil liability is covered by the policy."", 'metadata': {'model': 'gpt-5', 'trace_id': 'd5de18d81a16b19b6e5b09ac2ba658e8'}, 'kind': 'llm', 'direction': 'maximize'}",1.0,relevant,"Document states that the subject of the insurance is the insured's civil liability, indicating that civil liability is covered by the policy."
